_id,participant_id,image_id,image_order,action,client_timestamp,created_at,__v
698ea306eb773fbb3e057e03,a4bb0f98-439e-4c8e-8cb3-3bf36b59f766,real_08,1,TRIGGER_MENU,1770955525386,Fri Feb 13 2026 04:05:26 GMT+0000 (Coordinated Universal Time),0
698ea308eb773fbb3e057e07,a4bb0f98-439e-4c8e-8cb3-3bf36b59f766,real_08,1,TRIGGER_MENU,1770955528213,Fri Feb 13 2026 04:05:28 GMT+0000 (Coordinated Universal Time),0
698ea30aeb773fbb3e057e09,a4bb0f98-439e-4c8e-8cb3-3bf36b59f766,real_08,1,OPEN_LENS,1770955530133,Fri Feb 13 2026 04:05:30 GMT+0000 (Coordinated Universal Time),0
698ea30beb773fbb3e057e0b,a4bb0f98-439e-4c8e-8cb3-3bf36b59f766,real_08,1,SCROLL_LENS,1770955531537,Fri Feb 13 2026 04:05:31 GMT+0000 (Coordinated Universal Time),0
698ea31feb773fbb3e057e0d,a4bb0f98-439e-4c8e-8cb3-3bf36b59f766,real_08,1,TRIGGER_MENU,1770955550990,Fri Feb 13 2026 04:05:51 GMT+0000 (Coordinated Universal Time),0
698ea320eb773fbb3e057e0f,a4bb0f98-439e-4c8e-8cb3-3bf36b59f766,real_08,1,OPEN_LENS,1770955552413,Fri Feb 13 2026 04:05:52 GMT+0000 (Coordinated Universal Time),0
698ea331eb773fbb3e057e15,a4bb0f98-439e-4c8e-8cb3-3bf36b59f766,ai_15,2,TRIGGER_MENU,1770955569445,Fri Feb 13 2026 04:06:09 GMT+0000 (Coordinated Universal Time),0
698ea332eb773fbb3e057e17,a4bb0f98-439e-4c8e-8cb3-3bf36b59f766,ai_15,2,OPEN_LENS,1770955570483,Fri Feb 13 2026 04:06:10 GMT+0000 (Coordinated Universal Time),0
698ea333eb773fbb3e057e19,a4bb0f98-439e-4c8e-8cb3-3bf36b59f766,ai_15,2,SCROLL_LENS,1770955571442,Fri Feb 13 2026 04:06:11 GMT+0000 (Coordinated Universal Time),0
698f3c5218baa47d461b59e0,bc10487b-b5d3-4bd4-b884-d4faca56ad31,real_06,1,TRIGGER_MENU,1770994769922,Fri Feb 13 2026 14:59:30 GMT+0000 (Coordinated Universal Time),0
698f3c5218baa47d461b59e4,bc10487b-b5d3-4bd4-b884-d4faca56ad31,real_06,1,OPEN_LENS,1770994770892,Fri Feb 13 2026 14:59:30 GMT+0000 (Coordinated Universal Time),0
698f3c5e18baa47d461b59e6,bc10487b-b5d3-4bd4-b884-d4faca56ad31,real_06,1,CLICK_RESULT,1770994782312,Fri Feb 13 2026 14:59:42 GMT+0000 (Coordinated Universal Time),0
